重安醫院    842高雄市旗山區大仁街18號
社團法人中華民國關懷身心障礙輪椅運動舞蹈協會  106台北市大安區光武里1鄰敦化南路一段192號11樓
臺中市私立安宜田園老人長期照顧中心（養護型）  438台中市外埔區臺中市外埔區鐵山里長生路425號
臺北市私立常喜老人養護暨長期照護中心  112台北市北投區臺北市北投區清江里009鄰清江路100號2~6樓
臺南市私立融園老人長期照顧中心(養護型）    720台南市官田區臺南市官田區拔林里12鄰拔子林86號之5
苗栗縣私立美麗家園老人長期照顧中心-養護型   350苗栗縣竹南鎮竹南鎮營盤里14鄰環市路3段69號1-6樓
財團法人中華基督教福音信義傳道會附設台中縣私立信義老人養護中心 423台中市東勢區東崎街387號
財團法人伊甸社會福利基金會附設台北市私立八德服務中心  105台北市松山區八德路三段155巷4弄35號
財團法人台中市私立張秀菊社會福利慈善事業基金會附設奇歷兒少之家 422台中市石岡區明德路132號
財團法人台灣兒童暨家庭扶助基金會新北市分事務所三重服務處    241新北市三重區重新路四段59號1樓
財團法人台灣兒童暨家庭扶助基金會附設台中市私立家扶發展學園   407台中市西屯區河南路二段103號
財團法人台灣兒童暨家庭扶助基金會附設彰化縣私立家扶發展學園   508彰化縣和美鎮彰美路五段160號
財團法人基督復臨安息日會台安社會福利慈善事業基金會   105台北市松山區八德路二段410巷5弄1號2樓
財團法人天主教會花蓮教區臺東縣成功鎮原住民族家庭暨婦女服務中心 961台東縣成功鎮中華路150號
財團法人桃園市藍迪基金會附設桃園市私立藍迪兒童之家   337桃園縣大園鄉溪海村12鄰下溪洲子34-5號
財團法人犯罪被害人保護協會臺灣臺北分會 100台北市中正區博愛路164號5樓(臺北地檢署第四辦公室)
財團法人現代婦女教育基金會駐苗栗地檢署-犯罪被害人保護服務處  360苗栗縣苗栗市中正路1149號2樓
雲林縣私立古坑老人長期照顧中心〈長期照護型〉  646雲林縣古坑鄉雲林縣古坑鄉永光村光華路190號
雲林縣私立歡禧老人長期照顧中心(養護型)    648雲林縣西螺鎮雲林縣西螺鎮中興里19鄰福來路265巷15號
高雄市旗津早期療育資源服務據點（委託伊甸社會福利基金會承辦）  805高雄市旗津區中洲三路623號
高雄市私立九如老人長期照顧中心(養護型)    804高雄市鼓山區高雄市鼓山區光榮里九如四路1034號1-6樓
高雄市私立快樂家族老人長期照顧中心(養護型)  830高雄市鳳山區高雄市鳳山區光明里經武路85之20號
高雄市私立新樂園老人長期照顧中心（養護型）   840高雄市大樹區高雄市大樹區姑山里姑山路19之2號
高雄市私立高安老人長期照顧中心（養護型）    804高雄市鼓山區高雄市鼓山區龍水里美術北三路262號
基隆市私立仁安老人長期照顧中心（養護型）    200基隆市仁愛區基隆市仁愛區文昌里6鄰忠二路55號5樓
基隆市私立慈安老人長期照顧中心（養護型）    200基隆市仁愛區基隆市仁愛區文昌里6鄰忠二路55號4樓
基隆市私立聯安老人長期照顧中心（養護型）    200基隆市仁愛區基隆市仁愛區和明里7鄰愛五路34號7樓
屏東縣私立私立宗佑老人長期照顧中心（養護型）  900屏東縣屏東市屏東縣屏東市瑞光里香揚巷1-17號
彰化縣私立和煬老人長期照顧中心(養護型)    523彰化縣埤頭鄉彰化縣埤頭鄉芙朝村東環路二段320巷36號
彰化縣私立福澤老人長期照顧中心(長期照護型)  504彰化縣秀水鄉彰化縣秀水鄉福安村民意街187巷40號
臺中市私立貝思特老人長期照顧中心(養護型)   403台中市西區臺中市西區後龍里梅川東路2段11號5—6樓
臺北市私立建興老人長期照顧中心(養護型)    103台北市大同區臺北市大同區延平里 001鄰 甘州街55號2樓
臺北市私立建順老人長期照顧中心(養護型)    103台北市大同區臺北市大同區延平里 001鄰 甘州街55號3樓
臺北市私立景興老人長期照顧中心(養護型)    116台北市文山區臺北市文山區景行里 021鄰景興路222號3樓
臺北市私立祥暉老人養護所    112台北市北投區臺北市北投區 永欣里 014鄰石牌路2段315巷16弄2、2-1號1樓
臺北市私立麗生老人養護所    111台北市士林區臺北市士林區 天和里 015鄰中山北路7段114巷72弄10號1~2樓
臺北市萬大團體家庭（委託天主教光仁社會福利基金會辦理） 108台北市萬華區壽德里萬大路411號1樓
花蓮縣私立祥雲老人長期照顧中心(長期照護型)  973花蓮縣吉安鄉花蓮縣吉安鄉吉安村10鄰中興路101號
財團法人伊甸社會福利基金會附設台北市私立婦幼家園    114台北市內湖區民權東路六段180巷42弄6號1樓
財團法人創世社會福利基金會附設花蓮縣私立創世清寒植物人安養院  970花蓮縣花蓮市中興路243號5樓
財團法人台灣兒童暨家庭扶助基金會台中市北區分事務所沙鹿服務處  433台中市沙鹿區中山路482號之1
財團法人台灣兒童暨家庭扶助基金會新北市分事務所新店服務處    231新北市新店區北宜路一段107之2號
財團法人第一社會福利基金會附設台北市私立永愛發展中心  110台北市信義區信義路五段150巷316號5樓
財團法人第一社會福利基金會附設臺北市私立象山團體家庭  110台北市信義區信義路五段150巷316號4樓
高雄市私立健康老人長期照顧中心（養護型）    833高雄市鳥松區高雄市鳥松區鳥松里東山路橫一巷3號
高雄市私立博愛老人長期照顧中心（養護型）    820高雄市岡山區高雄市岡山鎮前鋒里阿公店路3段226號
高雄市私立大昌老人長期照顧中心(養護型)    807高雄市三民區高雄市三民區寶玉里大昌二路346號2、3樓
高雄市私立大順老人長期照顧中心(養護型)    801高雄市前金區高雄市前金區北金里七賢二路220-8號1-5樓
高雄市私立慈祐老人長期照顧中心（養護型）    813高雄市左營區高雄市左營區尾北里左營大路554巷7號
高雄市私立松林老人長期照顧中心（養護型）    806高雄市前鎮區高雄市前鎮區竹中里和平二路207號9樓
高雄市私立真善美老人長期照顧中心（養護型）   830高雄市鳳山區高雄市鳳山區光明里經武路85之21號
高雄市私立立昌老人長期照顧中心(養護型)    807高雄市三民區高雄市三民區寶玉里大昌二路346號4、5樓
基督復臨安息日會附設臺中市和平區雙崎部落老人日間關懷站 424台中市和平區自由村東崎路二段72號
基隆市私立松濤老人長期照顧中心(養護型)    205基隆市暖暖區基隆市暖暖區暖西里17鄰東勢街6之46號4樓
新北市私立健安老人長期照顧中心（養護型）    242新北市新莊區新北市新莊區雙鳳路121號7樓、123號7樓
新北市私立好家園老人長期照顧中心（養護型）   221新北市汐止區新北市汐止區福德路38號2樓、2樓之1
新北市私立清平養老院老人長期照顧中心（養護型） 237新北市三峽區新北市三峽區介壽路1段278號4樓
新北市私立清心養老院老人長期照顧中心（養護型） 237新北市三峽區新北市三峽區介壽路1段278號5樓
新北市私立清春養老院老人長期照顧中心（養護型） 237新北市三峽區新北市三峽區介壽路1段280號7樓
新北市私立清氣養老院老人長期照顧中心（養護型） 237新北市三峽區新北市三峽區介壽路1段278號6樓
新北市私立清福養老院老人長期照顧中心（養護型） 237新北市三峽區新北市三峽區介壽路1段278號7樓
新北市私立育昇老人長期照顧中心（養護型）    234新北市永和區新北市永和區永和路1段57號（5至8層）
新北市私立連城老人長期照顧中心（養護型）    235新北市中和區新北市中和區板南路335號4樓、337號4樓
社團法人中華民國濟世功德會附設台北縣私立成功清寒植物人安養院  241新北市三重區重安街132號11樓
臺中市私立永春老人長期照顧中心（養護型）    406台中市北屯區臺中市北屯區和平里東山路1段308號2樓
臺北市私立三園老人長期照顧中心(養護型)    116台北市文山區臺北市文山區景行里 002鄰車前路12號3-4樓
臺北市私立仁群老人養護所    104台北市中山區臺北市中山區下埤里019鄰民族東路512巷14號1~2樓、16號2樓
臺北市私立荷園老人長期照顧中心(養護型)    111台北市士林區臺北市士林區富光里 010鄰葫蘆街33號2~3樓
財團法人中華民國兒童福利聯盟文教基金會苗栗竹南區家庭支持服務中心    350苗栗縣竹南鎮文祥街41號
財團法人台灣兒童暨家庭扶助基金會附設台中市私立家扶希望學園   407台中市西屯區407甘肅路一段71號
財團法人台灣兒童暨家庭扶助基金會附設台東縣私立家扶希望學園   950台東縣台東市正氣北路255巷74號
財團法人台灣基督長老教會雙連教會附設台北縣私立雙連老人安養中心 252新北市三芝區後厝村22-17號
財團法人花蓮縣私立博愛居安廬老人安養中心    973花蓮縣吉安鄉花蓮縣吉安鄉吉安村吉昌一街258巷11號
財團法人若竹兒教育基金會附設嘉義縣私立若竹兒智能發展中心    621嘉義縣民雄鄉大崎村大丘園18-23號
雲林縣私立平安老人長期照顧中心〈長期照護型〉  646雲林縣古坑鄉雲林縣古坑鄉荷苞村荷苞厝109-8號
基隆市私立尚暉老人長期照顧中心(養護型)    201基隆市信義區基隆市信義區教忠里21鄰深美街121號1至4樓
基隆市私立春暉老人長期照顧中心(養護型)    201基隆市信義區基隆市信義區教忠里21鄰深美街123號1至4樓
宜蘭縣私立順泰老人長期照顧中心(養護型)    260宜蘭縣宜蘭市宜蘭縣宜蘭市民權新路47巷10、12、14、16號
屏東縣私立順心老人長期照顧中心（養護型）    913屏東縣萬丹鄉屏東縣萬丹鄉香社村中興路1段285巷31號
新北市私立和樂老人長期照顧中心（養護型）    235新北市中和區新北市中和區中山路2段327巷11弄17號5樓
新北市私立大坪林老人長期照顧中心（養護型）   231新北市新店區新北市新店區民權路58號5樓、60號5樓
新北市私立衡安老人長期照顧中心（養護型）    237新北市三峽區新北市三峽區文化路59巷7號之2、8樓之2
新北市私立長庚老人長期照顧中心（養護型）    241新北市三重區新北市三重區三和路4段95之1號2樓、3樓
臺北市私立仁家老人長期照顧中心(養護型)    103台北市大同區臺北市大同區延平里 001鄰 甘州街55號5~6樓
臺北市私立博愛老人長期照顧中心(養護型)    100台北市中正區臺北市中正區富水里001鄰汀州路3段56號2樓
臺北市私立同德老人長期照顧中心(養護型)    112台北市北投區臺北市北投區榮華里 004鄰明德路306巷1-7樓
財團法人中華民國兒童福利聯盟文教基金會北區家庭服務一組 105台北市松山區民生東路五段163-1號2樓
財團法人伊甸社會福利基金會附設台北市庇護工場-數位資料處    116台北市文山區萬美街一段55號3樓之10
財團法人伊甸社會福利基金會附設阿萬師清潔工作隊 116台北市文山區台北巿文山區萬美街一段51號1樓
財團法人伊甸社會福利基金會附設阿萬師清潔工作隊 116台北市文山區臺北市文山區萬美街一段51號1樓
財團法人創世社會福利基金會附設台北市私立創世清寒植物人安養院  100台北市中正區北平東路28號2樓
